"Cluster_name","Bacteria_Host","Lineage"
"Cluster 8521","d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp011039085","Desulfovibrio"
"Cluster 8523",";;;;;;","unclassfied_genus__8582"
"Cluster 8525","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8583"
"Cluster 8526",";;;;;;","unclassfied_genus__8584"
"Cluster 8528",";;;;;;","unclassfied_genus__8585"
"Cluster 8529",";;;;;;","unclassfied_genus__8586"
"Cluster 853",";;;;;;","unclassfied_genus__8587"
"Cluster 8530","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8588"
"Cluster 8531","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;","Eubacterium_G"
"Cluster 8533",";;;;;;","unclassfied_genus__8589"
"Cluster 8534",";;;;;;","unclassfied_genus__8590"
"Cluster 8535",";;;;;;","unclassfied_genus__8591"
"Cluster 8538","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8592"
"Cluster 8539","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia contaminans","Burkholderia"
"Cluster 854",";;;;;;","unclassfied_genus__8593"
"Cluster 8540","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp004793585","CAG-56"
"Cluster 8542",";;;;;;","unclassfied_genus__8594"
"Cluster 8543","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8595"
"Cluster 8544","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp002933955","Alloprevotella"
"Cluster 8546","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;","Schaedlerella"
"Cluster 8548",";;;;;;","unclassfied_genus__8596"
"Cluster 855","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;;","unclassfied_genus__8597"
"Cluster 8550","d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;;","unclassfied_genus__8598"
"Cluster 8551",";;;;;;","unclassfied_genus__8599"
"Cluster 8552","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;;;","unclassfied_genus__8600"
"Cluster 8554",";;;;;;","unclassfied_genus__8601"
"Cluster 8556","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8602"
"Cluster 8558",";;;;;;","unclassfied_genus__8603"
"Cluster 8559",";;;;;;","unclassfied_genus__8604"
"Cluster 856","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;;","unclassfied_genus__8605"
"Cluster 8561","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;;","unclassfied_genus__8606"
"Cluster 8562","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8607"
"Cluster 8563","d__Bacteria;p__Firmicutes;;;;;","unclassfied_genus__8608"
"Cluster 8564",";;;;;;","unclassfied_genus__8609"
"Cluster 8565",";;;;;;","unclassfied_genus__8610"
"Cluster 8568","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8611"
"Cluster 8569",";;;;;;","unclassfied_genus__8612"
"Cluster 8570",";;;;;;","unclassfied_genus__8613"
"Cluster 8572","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8614"
"Cluster 8573",";;;;;;","unclassfied_genus__8615"
"Cluster 8574",";;;;;;","unclassfied_genus__8616"
"Cluster 8575",";;;;;;","unclassfied_genus__8617"
"Cluster 8576",";;;;;;","unclassfied_genus__8618"
"Cluster 8577",";;;;;;","unclassfied_genus__8619"
"Cluster 8579",";;;;;;","unclassfied_genus__8620"
"Cluster 858","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__8621"
"Cluster 8580",";;;;;;","unclassfied_genus__8622"
"Cluster 8581",";;;;;;","unclassfied_genus__8623"
"Cluster 8582","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;","Roseburia"
"Cluster 8585","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;","Roseburia"
"Cluster 8586","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp003612395","CAG-95"
"Cluster 8587",";;;;;;","unclassfied_genus__8624"
"Cluster 8588",";;;;;;","unclassfied_genus__8625"
"Cluster 8589",";;;;;;","unclassfied_genus__8626"
"Cluster 859","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__8627"
"Cluster 8590","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8628"
"Cluster 8591","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8629"
"Cluster 8593","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8630"
"Cluster 8598","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8631"
"Cluster 86","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8632"
"Cluster 860","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__8633"
"Cluster 8600","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8634"
"Cluster 8602","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8635"
"Cluster 8604","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;s__Eubacterium_J plexicaudatum","Eubacterium_J"
"Cluster 8605","d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp011039085","Desulfovibrio"
"Cluster 8606",";;;;;;","unclassfied_genus__8636"
"Cluster 8607","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8637"
"Cluster 8608",";;;;;;","unclassfied_genus__8638"
"Cluster 861",";;;;;;","unclassfied_genus__8639"
"Cluster 8610","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__8640"
"Cluster 8612","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp000403435","Dysosmobacter"
"Cluster 8613","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8641"
"Cluster 8614","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis","Anaerotruncus"
"Cluster 8616","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;;","unclassfied_genus__8642"
"Cluster 8618","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8643"
"Cluster 862","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8644"
"Cluster 8620","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;","Clostridium_Q"
"Cluster 8621","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8645"
"Cluster 8622","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__8646"
"Cluster 8624","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8647"
"Cluster 8626","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8648"
"Cluster 8628",";;;;;;","unclassfied_genus__8649"
"Cluster 8629",";;;;;;","unclassfied_genus__8650"
"Cluster 863",";;;;;;","unclassfied_genus__8651"
"Cluster 8630","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;;","unclassfied_genus__8652"
"Cluster 8633","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009936045","Emergencia"
"Cluster 8634",";;;;;;","unclassfied_genus__8653"
"Cluster 8636","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;;","unclassfied_genus__8654"
"Cluster 8637",";;;;;;","unclassfied_genus__8655"
"Cluster 8638","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395","Anaerotruncus"
"Cluster 864","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8656"
"Cluster 8641","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8657"
"Cluster 8642","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;","Faecalimonas"
"Cluster 8643",";;;;;;","unclassfied_genus__8658"
"Cluster 8645","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;","Alistipes"
"Cluster 8647","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis","Anaerotruncus"
"Cluster 8648","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8659"
"Cluster 865","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8660"
"Cluster 8650","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__NM07-P-09;","NM07-P-09"
"Cluster 8652",";;;;;;","unclassfied_genus__8661"
"Cluster 8656","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__8662"
"Cluster 8658","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__8663"
"Cluster 866","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8664"
"Cluster 8660","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335","COE1"
"Cluster 8667",";;;;;;","unclassfied_genus__8665"
"Cluster 8668","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8666"
"Cluster 8669",";;;;;;","unclassfied_genus__8667"
"Cluster 867","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8668"
"Cluster 8670","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques","Mediterraneibacter"
"Cluster 8671","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8669"
"Cluster 8673","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8670"
"Cluster 8676",";;;;;;","unclassfied_genus__8671"
"Cluster 8677",";;;;;;","unclassfied_genus__8672"
"Cluster 8678",";;;;;;","unclassfied_genus__8673"
"Cluster 8679","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403845","14-2"
"Cluster 868","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp001898925","Novosphingobium"
"Cluster 8680","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;;","unclassfied_genus__8674"
"Cluster 8684","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8675"
"Cluster 8689","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__8676"
"Cluster 869","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8677"
"Cluster 8690",";;;;;;","unclassfied_genus__8678"
"Cluster 8691",";;;;;;","unclassfied_genus__8679"
"Cluster 8692",";;;;;;","unclassfied_genus__8680"
"Cluster 8695","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;","Enterocloster"
"Cluster 8697",";;;;;;","unclassfied_genus__8681"
"Cluster 87",";;;;;;","unclassfied_genus__8682"
"Cluster 8702",";;;;;;","unclassfied_genus__8683"
"Cluster 8705","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009936045","Emergencia"
"Cluster 8708",";;;;;;","unclassfied_genus__8684"
"Cluster 871",";;;;;;","unclassfied_genus__8685"
"Cluster 8710","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella oralis","Pasteurella"
"Cluster 8711","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella oralis","Pasteurella"
"Cluster 8712","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8686"
"Cluster 8713","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia contaminans","Burkholderia"
"Cluster 8714","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;","Duncaniella"
"Cluster 8716",";;;;;;","unclassfied_genus__8687"
"Cluster 8719",";;;;;;","unclassfied_genus__8688"
"Cluster 872","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;;","unclassfied_genus__8689"
"Cluster 8720",";;;;;;","unclassfied_genus__8690"
"Cluster 8723","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8691"
"Cluster 8724",";;;;;;","unclassfied_genus__8692"
"Cluster 8726","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis","Blautia_A"
"Cluster 8727",";;;;;;","unclassfied_genus__8693"
"Cluster 8729","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__8694"
"Cluster 873","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8695"
"Cluster 8730","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella arabinosiphila","Schaedlerella"
"Cluster 8731","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8696"
"Cluster 8732","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395","Anaerotruncus"
"Cluster 8734","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__8697"
"Cluster 8737","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;","Alistipes"
"Cluster 8738",";;;;;;","unclassfied_genus__8698"
"Cluster 8739","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MD308;s__MD308 sp000403475","MD308"
"Cluster 8740","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8699"
"Cluster 8742",";;;;;;","unclassfied_genus__8700"
"Cluster 8743",";;;;;;","unclassfied_genus__8701"
"Cluster 8744","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8702"
"Cluster 8745","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;","Butyricicoccus"
"Cluster 8746","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8703"
"Cluster 8747","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;;;","unclassfied_genus__8704"
"Cluster 8748",";;;;;;","unclassfied_genus__8705"
"Cluster 8749","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;;","unclassfied_genus__8706"
"Cluster 875",";;;;;;","unclassfied_genus__8707"
"Cluster 8750","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;;;","unclassfied_genus__8708"
"Cluster 8754","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8709"
"Cluster 8757","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8710"
"Cluster 8758",";;;;;;","unclassfied_genus__8711"
"Cluster 8759",";;;;;;","unclassfied_genus__8712"
"Cluster 876",";;;;;;","unclassfied_genus__8713"
"Cluster 8760","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella arabinosiphila","Schaedlerella"
"Cluster 8761","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__8714"
"Cluster 8762",";;;;;;","unclassfied_genus__8715"
"Cluster 8763","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403255","14-2"
"Cluster 8767",";;;;;;","unclassfied_genus__8716"
"Cluster 8769",";;;;;;","unclassfied_genus__8717"
"Cluster 877","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8718"
"Cluster 8770","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8719"
"Cluster 8771","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8720"
"Cluster 8774","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp003612395","CAG-95"
"Cluster 8776",";;;;;;","unclassfied_genus__8721"
"Cluster 8777",";;;;;;","unclassfied_genus__8722"
"Cluster 878","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8723"
"Cluster 8780",";;;;;;","unclassfied_genus__8724"
"Cluster 8782","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;;","unclassfied_genus__8725"
"Cluster 8783","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;;","unclassfied_genus__8726"
"Cluster 8784",";;;;;;","unclassfied_genus__8727"
"Cluster 8785","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8728"
"Cluster 8786",";;;;;;","unclassfied_genus__8729"
"Cluster 8787","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp000403275","Kineothrix"
"Cluster 8789","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii","Hungatella"
"Cluster 879","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;","Gemmiger"
"Cluster 8790","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8730"
"Cluster 8791",";;;;;;","unclassfied_genus__8731"
"Cluster 8796",";;;;;;","unclassfied_genus__8732"
"Cluster 8797","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8733"
"Cluster 8798","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403255","14-2"
"Cluster 8799","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;;","unclassfied_genus__8734"
"Cluster 88",";;;;;;","unclassfied_genus__8735"
"Cluster 880","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;","UBA11524"
"Cluster 8801","d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia","Bilophila"
"Cluster 8805","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;","CAG-485"
"Cluster 8806","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__8736"
"Cluster 8807","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__8737"
"Cluster 8809",";;;;;;","unclassfied_genus__8738"
"Cluster 881",";;;;;;","unclassfied_genus__8739"
"Cluster 8812","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8740"
"Cluster 8813",";;;;;;","unclassfied_genus__8741"
"Cluster 8815",";;;;;;","unclassfied_genus__8742"
"Cluster 8817",";;;;;;","unclassfied_genus__8743"
"Cluster 8822",";;;;;;","unclassfied_genus__8744"
"Cluster 8823","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8745"
"Cluster 8824","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8746"
"Cluster 8825",";;;;;;","unclassfied_genus__8747"
"Cluster 8826","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8748"
"Cluster 8827",";;;;;;","unclassfied_genus__8749"
"Cluster 8828","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__8750"
"Cluster 883","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;;","unclassfied_genus__8751"
"Cluster 8830",";;;;;;","unclassfied_genus__8752"
"Cluster 8831","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;","CAG-485"
"Cluster 8832","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__8753"
"Cluster 8834","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__8754"
"Cluster 8835","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp003612625","Anaerotruncus"
